Incident_DateTime,Borough,Battalion,Incident_Classification,Cause_Fire_Description,Fire_Code_Category
07/24/2020 11:16:40 AM,Brooklyn,35,MD Residential Structure,Incendiary,Incendiary
07/24/2020 01:20:03 PM,Manhattan,09,MD Residential Structure,Microwave,Appliances
07/24/2020 01:34:52 PM,Queens,54,PD Residential Structure,Electrical Wiring,Electrical
07/24/2020 01:35:59 PM,Queens,45,MD Residential Structure,Electrical Wiring,Electrical
07/24/2020 08:37:41 PM,Staten Island,21,Vehicle,Incendiary,Incendiary
07/24/2020 09:02:22 PM,Staten Island,21,MD Residential Structure,Incendiary,Incendiary
07/25/2020 12:31:24 AM,Queens,53,PD Residential Structure,Electrical Wiring,Electrical
07/25/2020 12:34:55 AM,Brooklyn,42,MD Residential Structure,Electrical Wiring,Electrical
07/25/2020 11:59:10 AM,Bronx,03,MD Residential Structure,Extension Cord,Electrical
07/25/2020 01:32:10 PM,Queens,39,Other,Barbecue - Propane,Cooking Carelessness
07/25/2020 03:42:47 PM,Brooklyn,39,MD Residential Structure,Incense,Hot Objects
07/26/2020 01:32:26 PM,Manhattan,11,MD Residential Structure,Electrical Wiring,Electrical
07/26/2020 09:27:55 PM,Bronx,03,Vehicle,Preliminary Investigation Only,Other
07/27/2020 02:55:24 AM,Brooklyn,57,MD Residential Structure,Incendiary - Combustible Material,Incendiary
07/27/2020 04:21:43 AM,Bronx,26,Vehicle,Incendiary,Incendiary
07/27/2020 06:51:34 AM,Manhattan,11,MD Residential Structure,Stove  - Natural Gas,Appliances
07/27/2020 12:54:56 PM,Brooklyn,40,PD Residential Structure,Extension Cord,Electrical
07/27/2020 02:48:29 PM,Queens,52,Burn Notification,Cooking Fire Extending to Clothing or Combustibles,Cooking Carelessness
07/27/2020 03:09:23 PM,Bronx,15,MD Residential Structure,Threat to Burn,No Fire
07/27/2020 03:11:36 PM,Manhattan,11,MD Residential Structure,Candle,Open Flame
07/27/2020 05:30:01 PM,Bronx,03,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
07/27/2020 06:09:09 PM,Brooklyn,45,MD Residential Structure,Other - Electrical,Electrical
07/27/2020 06:51:20 PM,Bronx,14,MD Residential Structure,Incendiary - Combustible Gas,Incendiary
07/27/2020 07:23:11 PM,Staten Island,23,PD Residential Structure,Electrical Wiring,Electrical
07/27/2020 10:04:03 PM,Queens,46,Manhole,Preliminary Investigation Only,Other
07/27/2020 11:12:00 PM,Queens,50,Commercial Structure,Appliance Cord,Electrical
07/28/2020 01:21:03 AM,Brooklyn,28,PD Residential Structure,Electrical Wiring,Electrical
07/28/2020 04:32:01 AM,Manhattan,13,MD Residential Structure,Other - No Fire,No Fire
07/28/2020 09:06:37 AM,Queens,46,Garage/Shed,Other - Electrical,Electrical
07/28/2020 01:09:55 PM,Bronx,15,PD Residential Structure,Appliance Cord,Electrical
07/28/2020 04:13:15 PM,Queens,46,MD Residential Structure,Ignitable Liquids/Gases - Pesticide Fogger,Ignitable
07/28/2020 09:43:11 PM,Staten Island,21,PD Residential Structure,Electrical Wiring,Electrical
07/28/2020 10:04:00 PM,Brooklyn,57,MD Residential Structure,Incendiary,Incendiary
07/29/2020 12:07:09 AM,Manhattan,12,MD Residential Structure,Incendiary,Incendiary
07/29/2020 03:32:58 AM,Queens,46,Outside Rubbish,Incendiary,Incendiary
07/29/2020 03:35:41 AM,Manhattan,11,MD Residential Structure,Electrical Wiring,Electrical
07/29/2020 03:51:00 AM,Manhattan,11,Vehicle,SIU Investigation,Other
07/29/2020 03:51:03 AM,Manhattan,11,Vehicle,Incendiary - Ignitable Liquid,Incendiary
07/29/2020 12:00:00 PM,Bronx,15,No Fire,Other - No Fire,No Fire
07/29/2020 12:45:35 PM,Manhattan,09,MD Residential Structure,Feeder Cable,Electrical
07/29/2020 05:44:07 PM,Brooklyn,43,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
07/29/2020 09:59:39 PM,Bronx,15,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
07/29/2020 10:01:25 PM,Brooklyn,42,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
07/30/2020 02:57:27 PM,Bronx,03,Outside Rubbish,Ignitable Liquids/Gases - Fuel Oil,Ignitable
07/30/2020 04:11:00 PM,Queens,45,Vehicle,Incendiary - Combustible Material,Incendiary
07/30/2020 04:40:00 PM,Staten Island,22,Vehicle,Preliminary Investigation Only,Other
07/30/2020 07:31:22 PM,Brooklyn,40,MD Residential Structure,Other - No Fire,No Fire
07/30/2020 08:34:40 PM,Manhattan,10,MD Residential Structure,Heat From Molten Metal / Slag,Hot Objects
07/31/2020 12:30:50 AM,Manhattan,07,Commercial Structure,Electrical Wiring,Electrical
07/31/2020 01:44:11 AM,Brooklyn,31,Manhole,Preliminary Investigation Only,Other
07/31/2020 02:08:43 AM,Brooklyn,44,Vehicle,Not Ascertained,Other
07/31/2020 02:14:47 AM,Queens,50,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
07/31/2020 02:28:32 AM,Manhattan,16,MD Residential Structure,Appliance Cord,Electrical
07/31/2020 02:44:29 AM,Bronx,26,MD Residential Structure,Incendiary,Incendiary
07/31/2020 11:30:10 AM,Queens,49,PD Residential Structure,Appliance Cord,Electrical
07/31/2020 04:28:15 PM,Brooklyn,57,MD Residential Structure,Extension Cord,Electrical
07/31/2020 10:02:36 PM,Queens,49,Vehicle,Incendiary,Incendiary
07/31/2020 11:50:00 PM,Manhattan,01,Public Structure,Incendiary,Incendiary
08/01/2020 06:39:35 AM,Manhattan,07,Outside Rubbish,Smoking (Cigarette/Cigar),Smoking
08/01/2020 11:13:12 AM,Brooklyn,35,Vehicle,Electrical Wiring,Electrical
08/01/2020 12:23:14 PM,Queens,54,Commercial Structure,Other,Other
08/01/2020 02:01:34 PM,Queens,51,Commercial Structure,Smoking (Cigarette/Cigar),Smoking
08/01/2020 06:38:07 PM,Bronx,18,MD Residential Structure,Incendiary - Torch - Illegal Use of,Incendiary
08/01/2020 07:22:52 PM,Manhattan,07,Commercial Structure,Stove/Cooking - Fryer,Cooking Carelessness
08/01/2020 08:25:00 PM,Bronx,18,Government Structure,Other - No Fire,No Fire
08/01/2020 10:23:29 PM,Queens,46,Manhole,Preliminary Investigation Only,Other
08/01/2020 11:03:47 PM,Manhattan,04,MD Residential Structure,Candle,Open Flame
08/01/2020 11:10:00 PM,Bronx,26,No Fire,Other - No Fire,No Fire
08/02/2020 02:15:20 AM,Manhattan,16,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
08/02/2020 11:06:08 AM,Brooklyn,33,MD Residential Structure,Incendiary,Incendiary
08/02/2020 03:39:55 PM,Bronx,17,MD Residential Structure,Cooking Fire Extending to Clothing or Combustibles,Cooking Carelessness
08/02/2020 07:00:12 PM,Brooklyn,41,MD Residential Structure,Other - Hot Objects,Hot Objects
08/03/2020 02:57:01 AM,Brooklyn,42,Vehicle,Motors - Fossil Fuel Powered,Motors
08/03/2020 11:05:52 AM,Brooklyn,57,MD Residential Structure,Preliminary Investigation Only,Other
08/03/2020 02:01:26 PM,Manhattan,04,Garage/Shed,Smoking (Cigarette/Cigar),Smoking
08/03/2020 03:17:57 PM,Bronx,19,Commercial Structure,Incendiary - Combustible Material,Incendiary
08/03/2020 05:32:37 PM,Brooklyn,40,MD Residential Structure,Stove/Cooking - Stove,Cooking Carelessness
08/03/2020 06:27:32 PM,Brooklyn,58,PD Residential Structure,Other - Electrical,Electrical
08/03/2020 08:03:48 PM,Brooklyn,39,Vehicle,Incendiary,Incendiary
08/03/2020 08:17:12 PM,Manhattan,10,MD Residential Structure,Heat or Sparks from Friction,Hot Objects
08/03/2020 09:03:22 PM,Queens,46,MD Residential Structure,Barbecue - Wood/Charcoal,Cooking Carelessness
08/03/2020 10:44:48 PM,Brooklyn,39,Vehicle,Incendiary - Ignitable Liquid,Incendiary
08/03/2020 11:31:50 PM,Bronx,15,PD Residential Structure,Electrical Wiring,Electrical
08/03/2020 11:59:52 PM,Queens,50,Vehicle,Not Ascertained,Other
08/04/2020 12:59:00 AM,Queens,54,Outside Rubbish,Incendiary,Incendiary
08/04/2020 10:13:04 AM,Queens,49,Commercial Structure,Incendiary,Incendiary
08/04/2020 11:40:34 AM,Brooklyn,57,Manhole,Preliminary Investigation Only,Other
08/04/2020 01:44:07 PM,Queens,50,PD Residential Structure,Preliminary Investigation Only,Other
08/04/2020 05:50:14 PM,Queens,49,MD Residential Structure,Preliminary Investigation Only,Other
08/04/2020 05:59:50 PM,Brooklyn,37,MD Residential Structure,Electrical Wiring,Electrical
08/04/2020 07:10:59 PM,Staten Island,22,PD Residential Structure,Electrical Wiring,Electrical
08/04/2020 07:41:04 PM,Manhattan,08,MD Residential Structure,Food on the Stove,Cooking Carelessness
08/04/2020 07:44:12 PM,Brooklyn,42,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
08/04/2020 09:12:25 PM,Brooklyn,32,MD Residential Structure,Stove/Cooking - Stove,Cooking Carelessness
08/04/2020 09:26:22 PM,Manhattan,07,MD Residential Structure,Fuse/Circuit Breaker Panel,Electrical
08/04/2020 10:47:30 PM,Brooklyn,41,MD Residential Structure,Electrical Wiring,Electrical
08/04/2020 11:40:48 PM,Brooklyn,38,MD Residential Structure,Candle,Open Flame
08/05/2020 12:01:24 AM,Queens,54,Vehicle,Incendiary - Ignitable Liquid,Incendiary
08/05/2020 03:44:00 AM,Queens,47,Vehicle,Motors - Fossil Fuel Powered,Motors
08/05/2020 03:49:23 AM,Bronx,26,Vehicle,Incendiary,Incendiary
08/05/2020 05:34:17 AM,Brooklyn,28,School,Spontaneous Combustion,Natural Sources
08/05/2020 05:51:36 AM,Brooklyn,28,Vehicle,Incendiary - Combustible Material,Incendiary
08/05/2020 02:26:54 PM,Manhattan,08,Hospital,Preliminary Investigation Only,Other
08/05/2020 02:32:00 PM,Bronx,15,Outside Rubbish,Incendiary,Incendiary
08/05/2020 02:38:58 PM,Queens,49,MD Residential Structure,Candle,Open Flame
08/05/2020 04:07:14 PM,Brooklyn,57,MD Residential Structure,Incendiary - Combustible Material,Incendiary
08/05/2020 11:39:23 PM,Staten Island,23,Vehicle,Heat or Sparks from Friction,Hot Objects
08/06/2020 12:11:10 AM,Brooklyn,38,MD Residential Structure,Electrical Wiring,Electrical
08/06/2020 06:38:54 AM,Brooklyn,44,MD Residential Structure,Incendiary,Incendiary
08/06/2020 12:08:02 PM,Queens,47,PD Residential Structure,Clothes Dryer,Appliances
08/06/2020 02:23:22 PM,Brooklyn,48,MD Residential Structure,Incendiary - Torch - Illegal Use of,Incendiary
08/06/2020 04:53:07 PM,Queens,53,Garage/Shed,Electrical Wiring,Electrical
08/06/2020 05:01:44 PM,Bronx,18,MD Residential Structure,Candle,Open Flame
08/06/2020 07:17:23 PM,Queens,47,Boat,Other - Ignitable Liquid/Gas,Ignitable
08/06/2020 08:01:17 PM,Manhattan,07,Commercial Structure,Fuse/Circuit Breaker Panel,Electrical
08/06/2020 11:43:04 PM,Queens,50,Vehicle,Incendiary - Explosives,Incendiary
08/06/2020 11:55:43 PM,Manhattan,04,Commercial Structure,Electrical Wiring,Electrical
08/07/2020 12:32:28 AM,Brooklyn,43,MD Residential Structure,Barbecue - Wood/Charcoal,Cooking Carelessness
08/07/2020 12:35:06 AM,Bronx,19,MD Residential Structure,Other - Hot Objects,Hot Objects
08/07/2020 02:58:19 AM,Brooklyn,38,MD Residential Structure,Incendiary - Ignitable Liquid,Incendiary
08/07/2020 04:00:00 AM,Bronx,19,MD Residential Structure,Incendiary,Incendiary
08/07/2020 04:45:48 AM,Brooklyn,44,Vehicle,Incendiary - Combustible Material,Incendiary
08/07/2020 09:08:18 AM,Staten Island,22,PD Residential Structure,Preliminary Investigation Only,Other
08/07/2020 10:32:13 AM,Brooklyn,37,MD Residential Structure,Other - Electrical,Electrical
08/07/2020 02:08:05 PM,Manhattan,11,MD Residential Structure,Food on the Stove,Cooking Carelessness
08/07/2020 06:13:26 PM,Queens,39,Miscellaneous,Preliminary Investigation Only,Other
08/07/2020 08:11:01 PM,Brooklyn,40,MD Residential Structure,Electrical Wiring,Electrical
08/07/2020 11:05:00 PM,Brooklyn,42,PD Residential Structure,Electrical Wiring,Electrical
08/08/2020 01:32:34 AM,Bronx,27,MD Residential Structure,Incendiary,Incendiary
08/08/2020 02:22:01 AM,Manhattan,01,Vehicle,Incendiary,Incendiary
08/08/2020 03:43:00 AM,Manhattan,02,Outside Rubbish,Incendiary,Incendiary
08/08/2020 05:39:53 AM,Queens,52,PD Residential Structure,Feeder Cable,Electrical
08/08/2020 06:26:34 AM,Brooklyn,37,MD Residential Structure,Electrical Wiring,Electrical
08/08/2020 03:14:52 PM,Manhattan,10,Manhole,Preliminary Investigation Only,Other
08/08/2020 04:16:53 PM,Manhattan,13,MD Residential Structure,Electrical Wiring,Electrical
08/08/2020 04:29:46 PM,Manhattan,11,MD Residential Structure,Electrical Wiring,Electrical
08/08/2020 11:42:22 PM,Bronx,26,MD Residential Structure,Food on the Stove,Cooking Carelessness
08/09/2020 03:12:05 AM,Brooklyn,28,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
08/09/2020 01:15:43 PM,Bronx,20,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
08/09/2020 03:26:13 PM,Manhattan,09,Commercial Structure,Other - Electrical,Electrical
08/09/2020 09:33:56 PM,Queens,54,PD Residential Structure,Incendiary - Combustible Material,Incendiary
08/10/2020 02:22:35 AM,Bronx,18,Vehicle,Incendiary,Incendiary
08/10/2020 07:30:00 AM,Manhattan,04,No Fire,Theft from Quarters,No Fire
08/10/2020 02:42:00 PM,Brooklyn,41,Transit,Incendiary,Incendiary
08/10/2020 03:05:19 PM,Manhattan,12,MFA,MFA,No Fire
08/10/2020 03:56:00 PM,Brooklyn,41,Transit,Incendiary,Incendiary
08/10/2020 04:00:00 PM,Brooklyn,41,Transit,Incendiary,Incendiary
08/10/2020 07:33:38 PM,Queens,45,Burn Notification,Other - Open Flame,Open Flame
08/10/2020 08:03:36 PM,Queens,52,Boat,Other Motor,Motors
08/10/2020 08:28:00 PM,Queens,50,Other,Other Motor,Motors
08/10/2020 09:19:22 PM,Brooklyn,39,MD Residential Structure,Electrical Wiring,Electrical
08/11/2020 06:27:02 PM,Bronx,26,MD Residential Structure,Electrical Wiring,Electrical
08/11/2020 09:22:47 PM,Bronx,14,MD Residential Structure,Incendiary - Combustible Material,Incendiary
08/12/2020 06:54:20 AM,Bronx,27,Commercial Structure,Other Appliance,Appliances
08/12/2020 07:42:20 AM,Bronx,18,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
08/12/2020 08:31:00 AM,Manhattan,10,MD Residential Structure,Incendiary - Combustible Material,Incendiary
08/12/2020 11:33:47 AM,Brooklyn,38,Manhole,Preliminary Investigation Only,Other
08/12/2020 12:09:52 PM,Bronx,18,Commercial Structure,Incendiary - Torch - Illegal Use of,Incendiary
08/12/2020 06:48:41 PM,Brooklyn,33,MD Residential Structure,Cooking Fire Extending to Clothing or Combustibles,Cooking Carelessness
08/12/2020 09:27:34 PM,Manhattan,04,MD Residential Structure,Exothermic Chemical Reaction,Other
08/13/2020 01:57:39 AM,Manhattan,07,Vehicle,Incendiary,Incendiary
08/13/2020 05:12:51 AM,Bronx,18,MD Residential Structure,Incendiary,Incendiary
08/13/2020 06:02:31 AM,Bronx,27,MD Residential Structure,Incendiary,Incendiary
08/13/2020 09:48:33 AM,Queens,52,PD Residential Structure,Food on the Stove,Cooking Carelessness
08/13/2020 12:41:03 PM,Queens,52,MD Residential Structure,Stove/Cooking - Stove,Cooking Carelessness
08/13/2020 05:39:15 PM,Brooklyn,37,Vehicle,Preliminary Investigation Only,Other
08/13/2020 07:00:00 PM,Manhattan,10,Outside Rubbish,Incendiary,Incendiary
08/14/2020 08:18:27 AM,Bronx,18,Vehicle,Incendiary - Combustible Material,Incendiary
08/14/2020 10:29:37 AM,Brooklyn,33,Boat,Ignitable Liquids/Gases - Gasoline,Ignitable
08/14/2020 10:54:00 AM,Brooklyn,44,Group Home,Incendiary,Incendiary
08/14/2020 11:06:10 AM,Brooklyn,44,MD Residential Structure,Incendiary,Incendiary
08/14/2020 11:08:30 AM,Brooklyn,28,MD Residential Structure,Incendiary,Incendiary
08/14/2020 01:57:05 PM,Queens,53,MD Residential Structure,Food on the Stove,Cooking Carelessness
08/14/2020 06:18:54 PM,Queens,50,MD Residential Structure,Extension Cord,Electrical
08/14/2020 08:34:33 PM,Manhattan,01,Government Structure,Incendiary,Incendiary
08/14/2020 10:58:55 PM,Staten Island,23,Garage/Shed,Electrical Wiring,Electrical
08/15/2020 12:10:03 AM,Brooklyn,58,Vehicle,Incendiary,Incendiary
08/15/2020 02:51:22 AM,Manhattan,08,Commercial Structure,Electrical Wiring,Electrical
08/15/2020 07:06:56 AM,Queens,46,Garage/Shed,Extension Cord,Electrical
08/16/2020 12:11:52 AM,Queens,53,Commercial Structure,Brands,Hot Objects
08/16/2020 12:37:55 AM,Bronx,19,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
08/16/2020 01:45:00 AM,Manhattan,09,No Fire,SIU Investigation,Other
08/16/2020 02:51:38 AM,Bronx,17,Commercial Structure,Stove/Cooking - Stove,Cooking Carelessness
08/16/2020 10:54:31 AM,Brooklyn,31,MD Residential Structure,Food on the Stove,Cooking Carelessness
08/16/2020 11:24:20 AM,Manhattan,13,MD Residential Structure,Candle,Open Flame
08/16/2020 07:03:52 PM,Brooklyn,28,MD Residential Structure,Incendiary,Incendiary
08/17/2020 12:43:13 AM,Brooklyn,42,PD Residential Structure,Ignitable Liquids/Gases - Gasoline,Ignitable
08/17/2020 06:55:00 AM,Queens,46,No Fire,SIU Investigation,Other
08/17/2020 08:23:59 AM,Brooklyn,35,MD Residential Structure,Incendiary,Incendiary
08/17/2020 09:53:44 AM,Brooklyn,35,PD Residential Structure,Clothes Dryer,Appliances
08/17/2020 12:18:04 PM,Bronx,19,MD Residential Structure,Electrical Wiring,Electrical
08/17/2020 02:12:14 PM,Brooklyn,44,MFA,MFA,No Fire
08/17/2020 03:02:20 PM,Bronx,26,MD Residential Structure,Extension Cord,Electrical
08/17/2020 07:03:40 PM,Brooklyn,40,PD Residential Structure,Torch - Legal Use of,Open Flame
08/17/2020 10:46:33 PM,Queens,51,Vehicle,Ignitable Liquids/Gases - Gasoline,Ignitable
08/18/2020 01:33:00 AM,Brooklyn,38,MD Residential Structure,Other - No Fire,No Fire
08/18/2020 01:52:36 AM,Brooklyn,38,MD Residential Structure,Power Strip,Electrical
08/18/2020 05:32:45 AM,Brooklyn,38,Vehicle,Electrical Wiring,Electrical
08/18/2020 05:35:48 AM,Queens,47,Vehicle,Incendiary - Ignitable Liquid,Incendiary
08/18/2020 08:00:00 AM,Manhattan,13,No Fire,Other - No Fire,No Fire
08/18/2020 08:35:37 AM,Manhattan,12,Vehicle,Preliminary Investigation Only,Other
08/18/2020 07:38:46 PM,Staten Island,21,Vehicle,Vehicle Wiring,Electrical
08/18/2020 08:06:27 PM,Bronx,17,MD Residential Structure,Electrical Wiring,Electrical
08/19/2020 02:30:22 AM,Bronx,15,PD Residential Structure,Electrical Wiring,Electrical
08/19/2020 02:54:21 AM,Brooklyn,57,Vehicle,Spontaneous Combustion,Natural Sources
08/19/2020 12:44:28 PM,Bronx,14,Commercial Structure,Stove/Cooking - Fryer,Cooking Carelessness
08/19/2020 01:31:25 PM,Bronx,26,MD Residential Structure,Refrigeration Compressor,Appliances
08/19/2020 02:26:25 PM,Manhattan,08,MD Residential Structure,Electrical Wiring,Electrical
08/19/2020 04:46:03 PM,Staten Island,23,Commercial Structure,Stove/Cooking - Other,Cooking Carelessness
08/19/2020 07:30:00 PM,Manhattan,13,No Fire,Other - No Fire,No Fire
08/19/2020 08:24:39 PM,Bronx,14,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
08/20/2020 02:50:17 AM,Queens,49,MD Residential Structure,Other - Electrical,Electrical
08/20/2020 03:15:49 AM,Bronx,15,PD Residential Structure,Incendiary - Ignitable Liquid,Incendiary
08/20/2020 03:29:35 AM,Bronx,15,Vehicle,Incendiary,Incendiary
08/20/2020 03:52:00 AM,Bronx,14,MD Residential Structure,Incendiary - Combustible Material,Incendiary
08/20/2020 06:46:08 AM,Brooklyn,35,MD Residential Structure,Electrical Wiring,Electrical
08/20/2020 02:10:15 PM,Bronx,27,Miscellaneous,Preliminary Investigation Only,Other
08/20/2020 04:47:43 PM,Queens,45,No Fire,Preliminary Investigation Only,Other
08/20/2020 06:57:00 PM,Bronx,26,MD Residential Structure,Incendiary - Fireworks,Incendiary
08/21/2020 12:10:24 AM,Manhattan,07,Miscellaneous,Incendiary,Incendiary
08/21/2020 03:00:34 AM,Staten Island,23,PD Residential Structure,Electrical Wiring,Electrical
08/21/2020 03:05:00 AM,Brooklyn,38,MFA,MFA,No Fire
08/21/2020 03:25:30 AM,Brooklyn,31,MD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
08/21/2020 01:56:25 PM,Bronx,15,PD Residential Structure,Extension Cord,Electrical
08/21/2020 04:30:20 PM,Queens,45,MD Residential Structure,Incendiary,Incendiary
08/21/2020 04:32:45 PM,Manhattan,12,MD Residential Structure,Appliance Cord,Electrical
08/21/2020 04:48:41 PM,Brooklyn,39,Outside Rubbish,Hot Embers,Hot Objects
08/21/2020 09:16:00 PM,Brooklyn,44,MFA,MFA,No Fire
08/21/2020 09:56:06 PM,Brooklyn,45,Commercial Structure,Spontaneous Combustion,Natural Sources
08/22/2020 02:04:45 AM,Queens,53,PD Residential Structure,Incendiary - Explosives,Incendiary
08/22/2020 04:19:00 AM,Staten Island,23,Vehicle,Vehicle Wiring,Electrical
08/22/2020 04:46:26 AM,Bronx,14,Vehicle,Incendiary,Incendiary
08/22/2020 05:36:03 AM,Bronx,27,Vehicle,Motors - Fossil Fuel Powered,Motors
08/22/2020 07:16:32 AM,Brooklyn,44,PD Residential Structure,Ignitable Liquid-Polyurethane/Varnish/PaintThinner,Ignitable
08/22/2020 10:00:29 AM,Staten Island,22,Vehicle,Exothermic Chemical Reaction,Other
08/22/2020 10:39:18 AM,Brooklyn,44,Vehicle,Incendiary - Ignitable Liquid,Incendiary
08/22/2020 01:46:47 PM,Queens,46,PD Residential Structure,Stove/Cooking - Stove,Cooking Carelessness
08/22/2020 03:03:12 PM,Manhattan,06,MFA,MFA,No Fire
08/22/2020 04:43:39 PM,Staten Island,21,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
08/22/2020 11:26:52 PM,Brooklyn,37,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
08/23/2020 09:10:46 AM,Brooklyn,38,No Fire,Preliminary Investigation Only,Other
08/23/2020 10:15:42 AM,Manhattan,11,MD Residential Structure,Torch - Legal Use of,Open Flame
08/23/2020 01:42:13 PM,Brooklyn,57,MD Residential Structure,Spontaneous Combustion,Natural Sources
08/23/2020 03:37:15 PM,Manhattan,06,MFA,MFA,No Fire
08/23/2020 07:11:42 PM,Brooklyn,58,PD Residential Structure,Other - Open Flame,Open Flame
08/24/2020 01:20:54 AM,Manhattan,07,Vehicle,Incendiary - Combustible Material,Incendiary
08/24/2020 09:00:54 AM,Manhattan,11,MD Residential Structure,Incendiary,Incendiary
08/24/2020 02:51:40 PM,Brooklyn,32,PD Residential Structure,Permanent Heater - Oil,Heaters
08/24/2020 03:45:47 PM,Brooklyn,39,Construction Trailer,Smoking (Cigarette/Cigar),Smoking
08/24/2020 03:54:56 PM,Brooklyn,38,Commercial Structure,Clothes Dryer - Natural Gas,Appliances
08/25/2020 01:07:50 AM,Manhattan,16,MD Residential Structure,Appliance Cord,Electrical
08/25/2020 02:24:29 AM,Brooklyn,40,MD Residential Structure,Electrical Wiring,Electrical
08/25/2020 04:25:06 AM,Bronx,19,MD Residential Structure,Juvenile Firesetter Intervention,Other
08/25/2020 11:37:00 AM,Brooklyn,58,MD Residential Structure,Preliminary Investigation Only,Other
08/25/2020 01:41:31 PM,Brooklyn,44,PD Residential Structure,Extension Cord,Electrical
08/25/2020 03:19:58 PM,Brooklyn,43,PD Residential Structure,Electrical Wiring,Electrical
08/25/2020 03:21:10 PM,Manhattan,06,MFA,MFA,No Fire
08/25/2020 05:16:06 PM,Bronx,03,Vehicle,Electrical Wiring,Electrical
08/25/2020 09:37:59 PM,Manhattan,09,MD Residential Structure,Incendiary,Incendiary
08/25/2020 11:26:17 PM,Bronx,19,MD Residential Structure,Other - Electrical,Electrical
08/26/2020 12:18:22 AM,Brooklyn,35,Vehicle,Incendiary - Ignitable Liquid,Incendiary
08/26/2020 02:01:55 AM,Bronx,15,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
08/26/2020 02:58:49 AM,Bronx,18,Vehicle,Incendiary,Incendiary
08/26/2020 03:59:00 AM,Bronx,26,Outside Rubbish,Incendiary,Incendiary
08/26/2020 04:19:42 AM,Bronx,14,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
08/26/2020 04:30:08 AM,Staten Island,21,Vehicle,Preliminary Investigation Only,Other
08/26/2020 07:24:41 AM,Manhattan,06,MD Residential Structure,Candle,Open Flame
08/26/2020 08:00:00 AM,Brooklyn,37,No Fire,Other - No Fire,No Fire
