Case_Year,Incident_DateTime,Borough,Battalion,Community_District,Precinct,Incident_Classification,Cause_Fire_Description,Fire_Code_Category
2017,01/28/2017 01:39:00 PM,Brooklyn,58,18,069,MD Residential Structure,Preliminary Investigation Only,Other
2017,01/28/2017 01:50:00 PM,Manhattan,02,02,006,MD Residential Structure,Other - No Fire,No Fire
2017,01/28/2017 02:37:00 PM,Brooklyn,39,05,075,MD Residential Structure,Stove/Cooking - Stove,Cooking Carelessness
2017,01/28/2017 02:50:00 PM,Staten Island,22,02,121,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2017,01/28/2017 04:35:00 PM,Queens,45,02,108,Commercial Structure,Other - Open Flame,Open Flame
2017,01/28/2017 04:37:00 PM,Queens,46,04,110,MD Residential Structure,Preliminary Investigation Only,Other
2017,01/28/2017 05:05:00 PM,Bronx,27,12,047,MD Residential Structure,Preliminary Investigation Only,Other
2017,01/28/2017 05:20:54 PM,Brooklyn,41,13,060,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,01/28/2017 06:06:00 PM,Bronx,18,06,048,MD Residential Structure,Preliminary Investigation Only,Other
2017,01/28/2017 06:52:56 PM,Brooklyn,41,09,071,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
2017,01/28/2017 06:52:56 PM,Brooklyn,41,09,071,MD Residential Structure,Stove/Cooking - Fryer,Cooking Carelessness
2017,01/28/2017 07:45:00 PM,Brooklyn,33,05,061,MFA,MFA,No Fire
2017,01/28/2017 08:07:00 PM,Queens,49,03,115,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,01/28/2017 08:19:52 PM,Manhattan,06,03,009,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,01/28/2017 09:42:05 PM,Brooklyn,45,01,094,No Fire,Preliminary Investigation Only,Other
2017,01/28/2017 10:00:00 PM,Bronx,17,03,042,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,01/28/2017 10:28:57 PM,Manhattan,,03,009,Commercial Structure,Incendiary,Incendiary
2017,01/28/2017 10:53:37 PM,Staten Island,23,03,122,Outside Rubbish,Incendiary - Combustible Material,Incendiary
2017,01/28/2017 11:24:57 PM,Brooklyn,40,12,066,MD Residential Structure,Clothes Dryer - Natural Gas,Appliances
2017,01/29/2017 03:07:09 AM,Bronx,20,10,045,PD Residential Structure,Candle,Open Flame
2017,01/29/2017 10:22:19 AM,Queens,50,09,102,PD Residential Structure,Candle,Open Flame
2017,01/29/2017 10:33:41 AM,Manhattan,09,04,014,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,01/29/2017 10:39:12 AM,Bronx,18,06,048,MFA,MFA,No Fire
2017,01/29/2017 12:07:09 PM,Manhattan,07,05,014,Commercial Structure,,Other
2017,01/29/2017 12:07:09 PM,Manhattan,,05,014,Commercial Structure,Other - Hot Objects,Hot Objects
2017,01/29/2017 02:38:27 PM,Staten Island,22,02,121,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,01/29/2017 03:15:29 PM,Queens,50,08,107,No Fire,,No Fire
2017,01/29/2017 04:23:13 PM,Brooklyn,57,02,088,Outside Rubbish,Incendiary,Incendiary
2017,01/29/2017 05:19:00 PM,Brooklyn,57,01,079,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
2017,01/29/2017 05:19:00 PM,Brooklyn,57,01,079,Burn Notification,SIU Investigation,Other
2017,01/29/2017 06:10:00 PM,Queens,45,01,114,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,01/29/2017 06:13:49 PM,Manhattan,10,11,023,MD Residential Structure,Electrical Wiring,Electrical
2017,01/29/2017 06:49:00 PM,Brooklyn,43,15,061,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,01/29/2017 06:54:25 PM,Staten Island,22,01,120,MD Residential Structure,Child Playing w/ Other Open Flame,Open Flame
2017,01/29/2017 07:44:00 PM,Brooklyn,33,05,061,MFA,MFA,No Fire
2017,01/30/2017 12:27:10 AM,Queens,47,14,101,PD Residential Structure,Electrical Wiring,Electrical
2017,01/30/2017 01:28:38 AM,Brooklyn,42,11,062,Vehicle,Incendiary - Combustible Material,Incendiary
2017,01/30/2017 02:34:40 AM,Manhattan,16,02,032,Outside Rubbish,Incendiary - Combustible Material,Incendiary
2017,01/30/2017 02:39:00 AM,Manhattan,11,10,032,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,01/30/2017 05:41:18 AM,Staten Island,23,03,122,MD Residential Structure,Electrical Wiring,Electrical
2017,01/30/2017 08:18:15 AM,Staten Island,22,01,120,PD Residential Structure,Permanent Heater,Heaters
2017,01/30/2017 08:32:22 AM,Manhattan,10,08,019,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,01/30/2017 09:58:00 AM,Manhattan,11,07,020,MD Residential Structure,Other - Open Flame,Open Flame
2017,01/30/2017 11:11:34 AM,Brooklyn,48,12,066,MD Residential Structure,Electrical Wiring,Electrical
2017,01/30/2017 11:40:00 AM,Manhattan,13,12,034,MD Residential Structure,Incense,Hot Objects
2017,01/30/2017 01:47:00 PM,Bronx,26,03,042,School,Incendiary - Combustible Material,Incendiary
2017,01/30/2017 06:00:00 PM,Brooklyn,57,03,079,Other,Juvenile Firesetter Intervention,Other
2017,01/30/2017 06:08:00 PM,Brooklyn,43,13,060,MD Residential Structure,Portable Heater - Electric,Heaters
2017,01/30/2017 06:21:00 PM,Brooklyn,44,16,073,Commercial Structure,Incendiary,Incendiary
2017,01/30/2017 06:24:00 PM,Queens,51,10,106,PD Residential Structure,Preliminary Investigation Only,Other
2017,01/30/2017 06:44:00 PM,Brooklyn,44,16,073,MD Residential Structure,Child Playing w/Matches/Lighter,Open Flame
2017,01/30/2017 06:52:00 PM,Bronx,18,06,048,MD Residential Structure,Electrical Wiring,Electrical
2017,01/30/2017 07:04:00 PM,Queens,54,13,105,PD Residential Structure,Preliminary Investigation Only,Other
2017,01/30/2017 07:46:00 PM,Brooklyn,33,05,061,MFA,MFA,No Fire
2017,01/30/2017 08:18:00 PM,Brooklyn,40,10,068,Other,Torch - Legal Use of,Open Flame
2017,01/30/2017 08:46:00 PM,Queens,45,05,104,PD Residential Structure,Preliminary Investigation Only,Other
2017,01/30/2017 11:17:00 PM,Manhattan,04,03,005,MD Residential Structure,Other - Open Flame,Open Flame
2017,01/31/2017 12:56:56 AM,Staten Island,22,01,120,Vehicle,Incendiary,Incendiary
2017,01/31/2017 01:51:00 AM,Brooklyn,43,13,060,Burn Notification,Albany Burn Notif. / Pending Investigation,Other
2017,01/31/2017 05:03:29 AM,Brooklyn,40,07,072,MD Residential Structure,Electrical Wiring,Electrical
2017,01/31/2017 06:30:00 AM,Manhattan,11,10,028,MD Residential Structure,Other - No Fire,No Fire
2017,01/31/2017 08:08:10 AM,Bronx,26,03,042,MD Residential Structure,Food on the Stove,Cooking Carelessness
2017,01/31/2017 08:15:00 AM,Bronx,26,03,042,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2017,01/31/2017 09:41:00 AM,Brooklyn,39,05,075,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2017,01/31/2017 10:01:55 AM,Queens,46,06,112,Commercial Structure,Hot Embers,Hot Objects
2017,01/31/2017 10:05:00 AM,Brooklyn,32,06,076,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,01/31/2017 12:17:24 PM,Bronx,26,03,042,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,01/31/2017 12:37:00 PM,Bronx,18,15,049,MD Residential Structure,Other - Open Flame,Open Flame
2017,01/31/2017 02:27:00 PM,Brooklyn,44,05,075,PD Residential Structure,Candle,Open Flame
2017,01/31/2017 03:04:52 PM,Queens,54,12,113,PD Residential Structure,Hot Embers,Hot Objects
2017,01/31/2017 05:19:51 PM,Brooklyn,41,17,067,MD Residential Structure,Candle,Open Flame
2017,01/31/2017 05:30:00 PM,Queens,52,07,109,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2017,01/31/2017 07:45:00 PM,Brooklyn,33,15,061,MFA,MFA,No Fire
2017,01/31/2017 09:22:47 PM,Bronx,18,09,043,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,01/31/2017 09:40:34 PM,Brooklyn,39,05,075,MD Residential Structure,Food on the Stove,Cooking Carelessness
2017,01/31/2017 11:08:00 PM,Brooklyn,44,16,073,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2017,02/01/2017 12:14:00 AM,Manhattan,04,03,009,MD Residential Structure,Preliminary Investigation Only,Other
2017,02/01/2017 01:04:00 AM,Manhattan,10,11,023,Hospital,Preliminary Investigation Only,Other
2017,02/01/2017 07:18:49 AM,Queens,51,10,106,PD Residential Structure,Appliance Cord,Electrical
2017,02/01/2017 07:50:00 AM,Manhattan,07,05,014,Hotel,Preliminary Investigation Only,Other
2017,02/01/2017 09:40:27 AM,Brooklyn,57,03,079,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,02/01/2017 10:20:00 AM,Bronx,27,11,049,MD Residential Structure,Incense,Hot Objects
2017,02/01/2017 11:42:00 AM,Brooklyn,41,14,070,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,02/01/2017 12:04:00 PM,Brooklyn,38,17,067,Hospital,Preliminary Investigation Only,Other
2017,02/01/2017 01:39:00 PM,Manhattan,12,11,025,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,02/01/2017 03:05:19 PM,Queens,47,14,101,MD Residential Structure,Incendiary,Incendiary
2017,02/01/2017 04:26:32 PM,Queens,50,12,103,MD Residential Structure,Clothes Dryer,Appliances
2017,02/01/2017 04:56:00 PM,Manhattan,07,05,013,Commercial Structure,Preliminary Investigation Only,Other
2017,02/01/2017 05:19:00 PM,Brooklyn,58,18,069,PD Residential Structure,Preliminary Investigation Only,Other
2017,02/01/2017 05:47:00 PM,Manhattan,13,09,030,MD Residential Structure,Stove/Cooking - Other,Cooking Carelessness
2017,02/01/2017 06:00:00 PM,Manhattan,13,12,034,Other,Juvenile Firesetter Intervention,Other
2017,02/01/2017 06:14:00 PM,Manhattan,06,06,013,MFA,MFA,No Fire
2017,02/01/2017 07:00:00 PM,Bronx,27,08,050,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2017,02/01/2017 07:10:43 PM,Queens,53,11,111,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
2017,02/01/2017 07:10:43 PM,Queens,53,11,111,Public Structure,Other - Hot Objects,Hot Objects
2017,02/01/2017 10:22:00 PM,Manhattan,13,12,033,MD Residential Structure,Matches/Lighter,Open Flame
2017,02/01/2017 10:58:21 PM,Manhattan,07,05,013,No Fire,Motors - Compressors,Motors
2017,02/01/2017 11:38:52 PM,Bronx,20,10,045,Vehicle,Motors - Fossil Fuel Powered,Motors
2017,02/02/2017 12:20:00 AM,Bronx,17,05,046,MD Residential Structure,Preliminary Investigation Only,Other
2017,02/02/2017 01:38:38 AM,Staten Island,21,02,122,Brush,Incendiary,Incendiary
2017,02/02/2017 03:41:00 AM,Brooklyn,31,02,084,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,02/02/2017 12:15:00 PM,Queens,51,09,102,PD Residential Structure,Portable Heater - Electric,Heaters
2017,02/02/2017 01:07:44 PM,Bronx,19,05,046,MD Residential Structure,Torch - Legal Use of,Open Flame
2017,02/02/2017 01:39:16 PM,Bronx,19,08,050,MD Residential Structure,Incense,Hot Objects
2017,02/02/2017 01:44:51 PM,Brooklyn,35,01,090,Public Hallway,Incendiary,Incendiary
2017,02/02/2017 03:00:00 PM,Queens,49,03,115,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2017,02/02/2017 06:00:00 PM,Manhattan,08,06,013,Other,Juvenile Firesetter Intervention,Other
2017,02/02/2017 06:25:20 PM,Bronx,20,09,043,MD Residential Structure,Heat from an Iron,Hot Objects
2017,02/02/2017 07:38:00 PM,Brooklyn,31,02,088,MD Residential Structure,Incendiary,Incendiary
2017,02/02/2017 08:00:00 PM,Manhattan,06,02,006,Other,Incendiary - Combustible Material,Incendiary
2017,02/02/2017 08:23:00 PM,Queens,46,05,104,MD Residential Structure,Preliminary Investigation Only,Other
2017,02/02/2017 08:25:00 PM,Manhattan,11,07,024,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,02/02/2017 09:23:00 PM,Bronx,17,04,044,MD Residential Structure,Preliminary Investigation Only,Other
2017,02/02/2017 09:30:00 PM,Brooklyn,41,14,070,MD Residential Structure,Exothermic Chemical Reaction,Other
2017,02/02/2017 09:52:00 PM,Brooklyn,57,03,079,MD Residential Structure,Heaters - Other,Heaters
2017,02/02/2017 11:00:59 PM,Queens,46,04,112,Outside Rubbish,Stove/Cooking - Other,Cooking Carelessness
2017,02/02/2017 11:52:00 PM,Manhattan,04,03,007,MD Residential Structure,Incense,Hot Objects
2017,02/03/2017 01:25:05 AM,Brooklyn,38,17,067,PD Residential Structure,Permanent Heater - Oil,Heaters
2017,02/03/2017 02:11:40 AM,Brooklyn,41,14,070,MD Residential Structure,Stove  - Natural Gas,Appliances
2017,02/03/2017 05:46:00 AM,Manhattan,16,09,030,MD Residential Structure,Computer Component(s),Electrical Devices
2017,02/03/2017 08:00:00 AM,Brooklyn,57,03,079,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2017,02/03/2017 08:41:00 AM,Brooklyn,28,04,083,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,02/03/2017 10:29:00 AM,Staten Island,22,01,120,PD Residential Structure,Preliminary Investigation Only,Other
2017,02/03/2017 11:45:00 AM,Manhattan,02,02,005,Commercial Structure,Preliminary Investigation Only,Other
2017,02/03/2017 11:57:00 AM,Manhattan,16,10,032,Commercial Structure,Preliminary Investigation Only,Other
2017,02/03/2017 12:18:00 PM,Queens,54,12,113,PD Residential Structure,Electrical Wiring,Electrical
2017,02/03/2017 12:30:56 PM,Brooklyn,41,17,067,PD Residential Structure,Stove/Cooking - Stove,Cooking Carelessness
2017,02/03/2017 01:15:33 PM,Brooklyn,32,02,084,Burn Notification,Albany Burn Notif. Related to a Previous BFI Inv.,Other
2017,02/03/2017 01:15:33 PM,Brooklyn,32,02,084,School,Stove/Cooking - Stove,Cooking Carelessness
2017,02/03/2017 01:53:24 PM,Brooklyn,31,02,084,Commercial Structure,Torch - Legal Use of,Open Flame
2017,02/03/2017 02:38:55 PM,Brooklyn,38,17,067,MD Residential Structure,Stove/Cooking - Stove,Cooking Carelessness
2017,02/03/2017 03:29:51 PM,Bronx,26,03,042,MD Residential Structure,Incendiary,Incendiary
2017,02/03/2017 06:44:00 PM,Bronx,27,07,052,Commercial Structure,Smoking (Cigarette/Cigar),Smoking
2017,02/03/2017 07:00:00 PM,Bronx,26,01,040,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2017,02/03/2017 09:22:00 PM,Brooklyn,38,17,067,MD Residential Structure,Other - No Fire,No Fire
2017,02/03/2017 09:30:00 PM,Brooklyn,48,06,078,Burn Notification (Albany),Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2017,02/03/2017 10:54:44 PM,Brooklyn,39,05,075,PD Residential Structure,Candle,Open Flame
2017,02/03/2017 11:15:00 PM,Bronx,27,12,047,MD Residential Structure,Child Playing w/ Other Open Flame,Open Flame
2017,02/03/2017 11:47:00 PM,Manhattan,08,05,014,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,02/04/2017 12:05:58 AM,Bronx,26,03,042,MD Residential Structure,Candle,Open Flame
2017,02/04/2017 12:11:00 AM,Manhattan,11,09,026,MD Residential Structure,Preliminary Investigation Only,Other
2017,02/04/2017 12:15:10 AM,Queens,51,10,106,PD Residential Structure,Electrical Wiring,Electrical
2017,02/04/2017 12:34:00 AM,Brooklyn,28,01,090,Commercial Structure,Other - Hot Objects,Hot Objects
2017,02/04/2017 12:53:00 AM,Brooklyn,39,05,075,MFA,MFA,No Fire
2017,02/04/2017 12:54:30 AM,Manhattan,16,10,032,MD Residential Structure,Extension Cord,Electrical
2017,02/04/2017 02:23:00 AM,Bronx,19,05,046,MD Residential Structure,Preliminary Investigation Only,Other
2017,02/04/2017 07:55:40 AM,Manhattan,11,09,026,Other,Preliminary Investigation Only,Other
2017,02/04/2017 08:37:00 AM,Bronx,14,04,044,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,02/04/2017 08:48:42 AM,Queens,49,01,114,Garage/Shed,Smoking (Cigarette/Cigar),Smoking
2017,02/04/2017 08:56:32 AM,Brooklyn,57,03,079,MD Residential Structure,Electrical Wiring,Electrical
2017,02/04/2017 09:49:53 AM,Queens,50,12,103,MD Residential Structure,Clothes Dryer - Natural Gas,Appliances
2017,02/04/2017 02:00:59 PM,Queens,54,13,105,MFA,Other - No Fire,No Fire
2017,02/04/2017 02:46:15 PM,Manhattan,07,02,006,MD Residential Structure,Electrical Wiring,Electrical
2017,02/04/2017 03:36:18 PM,Manhattan,16,09,030,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,02/04/2017 04:15:14 PM,Manhattan,10,11,023,Commercial Structure,Other - Hot Objects,Hot Objects
2017,02/04/2017 04:34:00 PM,Manhattan,11,09,026,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,02/04/2017 05:59:24 PM,Staten Island,21,01,120,MD Residential Structure,Child Playing w/Matches/Lighter,Open Flame
2017,02/04/2017 06:44:44 PM,Manhattan,12,11,025,MD Residential Structure,Incendiary,Incendiary
2017,02/04/2017 06:57:00 PM,Brooklyn,31,02,084,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,02/04/2017 07:35:00 PM,Brooklyn,42,10,068,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,02/04/2017 07:56:24 PM,Brooklyn,45,16,073,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,02/04/2017 08:28:00 PM,Bronx,15,12,047,MD Residential Structure,Preliminary Investigation Only,Other
2017,02/04/2017 08:30:06 PM,Queens,49,02,108,Other,Preliminary Investigation Only,Other
2017,02/04/2017 09:31:00 PM,Bronx,14,01,040,MD Residential Structure,Incendiary,Incendiary
2017,02/04/2017 11:07:00 PM,Staten Island,22,01,120,MD Residential Structure,Spontaneous Combustion,Natural Sources
2017,02/05/2017 12:46:00 AM,Brooklyn,39,05,075,Group Home,MFA,No Fire
2017,02/05/2017 01:15:00 AM,Brooklyn,44,16,073,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2017,02/05/2017 01:52:41 AM,Brooklyn,43,13,060,PD Residential Structure,Electrical Wiring,Electrical
2017,02/05/2017 02:40:09 AM,Brooklyn,42,11,062,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,02/05/2017 02:52:00 AM,Brooklyn,44,16,073,MD Residential Structure,Preliminary Investigation Only,Other
2017,02/05/2017 03:45:17 AM,Bronx,14,01,040,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,02/05/2017 04:01:00 AM,Bronx,15,11,049,Brush,Smoking (Cigarette/Cigar),Smoking
2017,02/05/2017 04:49:46 AM,Queens,28,05,104,PD Residential Structure,Extension Cord,Electrical
2017,02/05/2017 04:49:46 AM,Queens,28,05,104,Burn Notification (Albany),Albany Burn Notif. Related to a Previous BFI Inv.,Other
2017,02/05/2017 06:23:00 AM,Bronx,14,01,040,MD Residential Structure,Portable Heater - Electric,Heaters
2017,02/05/2017 06:24:39 AM,Queens,46,02,108,PD Residential Structure,Incendiary,Incendiary
2017,02/05/2017 06:51:00 AM,Brooklyn,33,15,061,Burn Notification,Albany Burn Notif. Unrelated to a Fire/Explosion,Other
2017,02/05/2017 11:01:00 AM,Manhattan,04,03,007,MD Residential Structure,Incendiary,Incendiary
2017,02/05/2017 12:40:00 PM,Queens,49,01,114,Government Structure,Incendiary - Combustible Material,Incendiary
2017,02/05/2017 02:42:00 PM,Brooklyn,41,12,066,MD Residential Structure,Other - Open Flame,Open Flame
2017,02/05/2017 03:46:00 PM,Queens,52,07,109,Garage/Shed,Smoking (Cigarette/Cigar),Smoking
2017,02/05/2017 04:58:15 PM,Queens,46,03,115,MD Residential Structure,Electrical Wiring,Electrical
2017,02/05/2017 05:08:00 PM,Bronx,03,09,043,MD Residential Structure,Incendiary,Incendiary
2017,02/05/2017 06:06:00 PM,Manhattan,08,06,017,MD Residential Structure,Fireplace,Open Flame
2017,02/05/2017 07:08:52 PM,Staten Island,22,01,120,Commercial Structure,Other Appliance,Appliances
2017,02/05/2017 08:24:01 PM,Staten Island,22,01,121,PD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,02/05/2017 08:34:44 PM,Bronx,03,09,043,MD Residential Structure,Incendiary,Incendiary
2017,02/05/2017 09:07:00 PM,Bronx,14,01,040,MD Residential Structure,Preliminary Investigation Only,Other
2017,02/05/2017 09:33:00 PM,Brooklyn,39,05,075,Group Home,MFA,No Fire
2017,02/05/2017 09:56:00 PM,Bronx,18,06,048,MD Residential Structure,Preliminary Investigation Only,Other
2017,02/05/2017 11:53:00 PM,Manhattan,12,11,025,MD Residential Structure,Smoking (Cigarette/Cigar),Smoking
2017,02/05/2017 11:58:09 PM,Manhattan,01,01,005,Government Structure,Other - No Fire,No Fire
2017,02/06/2017 12:25:53 AM,Bronx,03,09,043,MD Residential Structure,Incendiary - Combustible Material,Incendiary
2017,02/06/2017 12:46:00 AM,Brooklyn,57,03,079,MD Residential Structure,Preliminary Investigation Only,Other
